"Quel est votre département ?","Quel est votre âge ?","Êtes-vous agent public ?","Quel est votre genre ?","Quel est votre genre non-binaire ?","Quel est votre statut d’emploi ?","Un coût","De moins en moins accessible","Une nécessité pour affronter la crise climatique","Moins efficace que le privé","Le passé","Ce que nous avons en commun","Des professionnel·le·s de qualité",Pénible,"Ce qui nous permet de tenir pendant la pandémie de COVID-19","Des professionnel·le·s en crise","Le meilleur moyen de réduire les inégalités","Avec quels services publics êtes-vous régulièrement en contact (cochez en autant que vous le voulez) :","Avec quels autres services publics êtes-vous régulièrement en contact ?","Ces dernières années, trouvez-vous que les services publics dont vous avez l’usage :","Quelles sont pour vous les trois priorités pour les services publics ?","Quelle serait pour vous une priorité des services publics ?","Payer plus d'impôts pour améliorer les services publics que vous utilisez","Payer plus d’impôts pour développer de nouveaux services publics","Réduire les services publics pour payer moins d’impôts","Ne payer ni plus ni moins d’impôts et faire avec l’existant","Dans le débat public, la question de l’avenir des services publics vous paraît traitée à la hauteur des enjeux ?","Consentement à l'enregistrement des réponses au questionnaire","Souhaitez-vous :","Pouvez-vous nous raconter la dernière fois que vous avez éprouvé de la reconnaissance pour un service public et pourquoi ?","Pouvez-vous nous raconter votre expérience la plus difficile en lien avec un service public et pourquoi ?","Pouvez-vous nous raconter la dernière fois où vous avez eu l’impression de ne pas avoir pu répondre aux besoins d’une personne ou de la société ? Pourquoi ?","Pouvez-vous nous raconter la dernière fois où vous avez eu l’impression de changer la vie d’une personne ou d’améliorer la vie en commun ? Pourquoi ?","Nous autorisez-vous à publier votre témoignage (anonymisé) ?","Comment voulez-vous que ce témoignage soit signé ?","ID de l’entrée","Champ #65 supprimé","Champ #62 supprimé","Champ #33 supprimé"
93,"entre 30 et 39 ans",Non,Homme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire",,"Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,235,,,
49,"entre 60 et 69 ans",Non,Femme,,Retraité·e,"Ne se prononce pas","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun
Les services des titres (papiers, immatriculation, permis de conduire…)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus simples",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Ne se prononce pas",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,232,,,
75,"entre 50 et 59 ans",Non,Homme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
Les transports en commun
Les finances publiques (impôts, cotisations)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils se développent dans des domaines nouveaux",,"Non, pas du tout d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,229,,,
70,"entre 30 et 39 ans",Oui,Homme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Prendre 5 minutes supplémentaires pour nous livrer un témoignage","Hospitalisation, personnel très à l'écoute et bienveillant.
Ecole des enfants en crise covid: engagement fort des enseignant.es et directrice, malgré le contexte très compliqué",Ras.,,"Lors d'une animation d'éducation à l'environnement et au changement climatique lors de la journée internationale des forêts,  les étoiles dans les yeux des enfants enchantés par le jeu de piste organisé...","Je consens à ce que le collectif Nos services publics publie sur ce site mon témoignage.","Pierre-Louis . forestier et père de trois enfants",217,,,
94,"entre 30 et 39 ans",Oui,Femme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Le service public du logement
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus dématérialisés
Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus adaptés aux défis écologiques",,"Non, pas du tout d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord",Oui,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,216,,,
75,"entre 50 et 59 ans",Non,Homme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,214,,,
13,"entre 40 et 49 ans",Non,Femme,,"Sans activité professionnelle (chômeur·se, étudiant·e…)","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Les transports en commun
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus simples",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,213,,,
75,"entre 50 et 59 ans",Oui,Homme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, plutôt pas d’accord","Ne se prononce pas","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Ne se prononce pas","Oui, plutôt d’accord","Ne se prononce pas","Ne se prononce pas","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)",,,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus adaptés aux défis écologiques
Qu’ils se développent dans des domaines nouveaux",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Ne se prononce pas",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,212,,,
69,"entre 30 et 39 ans",Non,Homme,,"Artisan, commerçant·e ou chef·fe d’entreprise","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Ne se prononce pas","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
Les finances publiques (impôts, cotisations)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Prendre 5 minutes supplémentaires pour nous livrer un témoignage","Tous les.jours en écoutant la radio publique, la avec l'électricité, l'eau, la route qui passe devant chez moi, le courrier qui y arrive, mon éducation et l'emploi que j'occupe grâce à celle ci et qui me permet matériellement d'écrire cela","J'en ai quelques unes, comme avec des services privés. Elles sont à mon sens liées à la personnalité avec laquelle on traite plus qu'au fait que ces expériences soient en relation avec le public ou pas",,,"Je consens à ce que le collectif Nos services publics publie sur ce site mon témoignage.",Amaury,211,,,
67,"entre 30 et 39 ans",Oui,Femme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les services des titres (papiers, immatriculation, permis de conduire…)
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Le service public du logement
La justice",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus simples
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,210,,,
70,"entre 50 et 59 ans",Oui,Femme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Ne se prononce pas","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils se développent dans des domaines nouveaux",,"Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Ne se prononce pas",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,205,,,
77,"entre 30 et 39 ans",Oui,Homme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Les forces de l’ordre (police, gendarmerie)
L’éducation nationale ou l’université
Les transports en commun",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils se développent dans des domaines nouveaux",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,202,,,
06,"entre 30 et 39 ans",Oui,Homme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus simples
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,197,,,
75,"entre 60 et 69 ans",Non,Femme,,Retraité·e,"Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Les transports en commun
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient davantage présents sur le territoire",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,196,,,
13,"entre 60 et 69 ans",Non,Femme,,Retraité·e,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,195,,,
75,"entre 40 et 49 ans",Non,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Ne se prononce pas","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","L’éducation nationale ou l’université",,,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient plus simples",,"Non, plutôt pas d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Prendre 5 minutes supplémentaires pour nous livrer un témoignage","Lors d'une sortie scolaire, d'une classe de 5ème en REP, au Pavillon de l'arsenal... J'ai admiré l'enseignante qui organise régulièrement des sorties pour ses élèves, pas toujours très enthousiastes pour autant mais ne réalisant pas combien c'était précieux...","Lorsque j'ai accompagné une mère d'élève en difficulté d'origine étrangère chez l'assistante sociale de secteur. Elle la traitait ""mal"", lui parlait de façon très verticale, et ne souhaitait surtout pas qu'elle soit accompagnée par des parents de l'école (elle lui a clairement fait comprendre que ça ne devait pas se reproduire), pourtant présents pour l'aider et l'accompagner dans ses démarches.",,,"Je consens à ce que le collectif Nos services publics publie sur ce site mon témoignage.","Anne, RPE école élémentaire",188,,,
13,"entre 50 et 59 ans",Oui,Femme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","L’hôpital ou le système de santé
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus simples",,"Non, pas du tout d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord",Oui,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,184,,,
33,"entre 60 et 69 ans",Oui,Homme,,Retraité·e,"Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, tout à fait d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Prendre 5 minutes supplémentaires pour nous livrer un témoignage","Paradoxalement contractuel toute ma carrière dans la territoriale, j'ai une reconnaissance particulière pour ce que l'on appelle ""les invisibles"" ( personnels des Lycées, aides-soignants, beaucoup des métiers de catégories C non reconnus comme essentiel. Sur un plan plus personnel, cette reconnaissance va au secteur de la psychiatrie bien malmenée dans notre pays.","Mon expérience difficile est là aussi du domaine du général. La Gestion des Ressources Humaines est , pour l'essentiel, une catastrophe dans le public. On gère, on administre, on compte mais l'humain n'est pas premier, l'autonomie et la confiance dans l'exercice des fonctions ne sont pas au rendez-vous.","De la société, en exerçant mes fonctions dans les certifications environnementales ( véritables duperie vis à vis de l'écologie); J'ai donc vécu un vrai conflit de loyauté.","Pour les gens, militant CGT, secrétaire d'un gros CHSCT ( 8500 agents), j'espère avoir fait avancer la cause du bien-être au travail.","Je consens à ce que le collectif Nos services publics publie sur ce site mon témoignage.","papie CGT",183,,,
94,"entre 30 et 39 ans",Oui,Femme,,"Profession intermédiaire (enseignant.e, technicien·ne, agent·e de maîtrise…)","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
Les transports en commun
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)",,,"Qu’ils soient plus attentifs à la situation de mes proches les plus vulnérables
Qu’ils soient plus adaptés aux défis écologiques
Qu’ils se développent dans des domaines nouveaux",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,178,,,
35,"entre 50 et 59 ans",Oui,Femme,,"Cadre ou profession intellectuelle supérieure (dont professions libérales)","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, pas du tout d’accord","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’éducation nationale ou l’université
L’hôpital ou le système de santé
Les transports en commun",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Autre (préciser) :","qu'ils aient plus de moyens pour remplir leur mission","Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,173,,,
95,"entre 40 et 49 ans",Non,Femme,,"Artisan, commerçant·e ou chef·fe d’entreprise","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, plutôt pas d’accord","Oui, plutôt d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun
Les services des titres (papiers, immatriculation, permis de conduire…)
La protection sociale (retraites, CAF, assurance maladie, assurance chômage)
Les finances publiques (impôts, cotisations)
Le service public du logement
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus adaptés aux défis écologiques",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, plutôt pas d’accord","Non, plutôt pas d’accord",Non,"Je consens à ce que le collectif Nos services publics collecte et anonymise mes réponses au questionnaire dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses au questionnaire",,,,,,,168,,,
13770,,Non,Homme,,Retraité·e,"Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Ne se prononce pas","Oui, tout à fait d’accord","Ne se prononce pas","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les finances publiques (impôts, cotisations)
Les infrastructures publiques (routes, aéroports, ports, réseaux d’eau et d’électricité, fibre optique…)
L’information publique (radio France, France télévision)",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils soient plus simples",,"Oui, plutôt d’accord","Oui, plutôt d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,160,,73,
75019,,Oui,Homme,,"Employé·e (secrétaire, agent de catégorie C…)","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","Oui, tout à fait d’accord","L’hôpital ou le système de santé
Les transports en commun
Les finances publiques (impôts, cotisations)
La protection de l’environnement (forêts, parcs, espaces naturels, etc)
L’information publique (radio France, France télévision)
La justice",,,"Qu’ils soient plus accessibles à toutes et tous
Qu’ils soient davantage présents sur le territoire
Qu’ils se développent dans des domaines nouveaux",,"Oui, tout à fait d’accord","Oui, tout à fait d’accord","Non, pas du tout d’accord","Non, pas du tout d’accord",Non,"Je consens à ce que ce site stocke les informations que j'ai renseignées dans le but d'alimenter une enquête d'opinion sur les services publics français.","Envoyer vos réponses ainsi",,,,,,,159,,42,
